reviewer_id,rating,title,text,date,review_url
273,1,Schlechte Versicherung,"Nur schlechte Erfahrungen gemacht.Ich zahle jahrelang ein und hatte noch nie ein Problem.Jetzt brauche ich eine Beratung,und keiner hilft mir bei meinen Problem,es wird nur drumher geredet und sich nicht eingesetzt fuer einen.Ich habe ein paar mal angerufen und habe das Gefuehl alle sind dort inkompetent und planlos.Es wird nicht zurueck gerufen oder es wird einfach aufgelegt.Ich werde kuendigen und warne jeden vor dieser Versicherung.",2023-05-16,https://de.trustpilot.com/reviews/64638bff6f0f2144f4ba6b10
274,1,Einfach aufgelegt,"Einfach aufgelegt, helfen nicht in der Not, gehen nicht auf Schreiben ein. Keine Empfehlung!!!!",2023-05-15,https://de.trustpilot.com/reviews/6461fcf5535c743ae10db297
275,1,Niemals bei diesem Verein versichern…,Niemals bei diesem Verein versichern lassen. Jegliche Deckungen werden abgelehnt. Unfassbar. Sie koennen mich mal Kreuzweise.,2023-05-11,https://de.trustpilot.com/reviews/645c97b51e1f186a12c98859
276,1,Ersatzgesagt dann zurueck gezogen,No review text provided.,2023-05-09,https://de.trustpilot.com/reviews/645a9deb171e81eaa8a75547
277,1,Bester Freund von Inkasso-Firmen,"Mein Budget ist recht knapp, und gleich im ersten Monat haben sie Mitte UND Ende des Monats abgebucht, obwohl immer der 15. ausgemacht war.Da mein naechster Lohn da noch nicht drauf war, gab es eine Rueckbuchung. Die Oerag hat direkt ein Inkassounternehmen eingeschaltet. In so einem Fall wuerde ich meine Rechtschutzversicherung um Hilfe bitten, was in dem Fall ja nicht moeglich ist.Schoen auch, wie die Bad Homburger Inkasso 10 Monate nach der Begleichung der Raten im Auftrag der Oerag auf einmal meint, dass nochmal 72€nochwas offen stehen wuerden.Reiner Beschiss.",2023-04-28,https://de.trustpilot.com/reviews/644e181da4574e0166d65bd3
278,1,Absolute Drecksorganisation!!!,Absolute Drecksorganisation!!!! Nicht bei denen einen Vertrag unterschreiben !!! Die ziehen euch nur das Geld aus der Tasche !!! FINGER WEG !!! DAS IST EINE ERNSTE WARNUNG !!!!!!!!!!!!!!!!!!!!!!,2023-04-29,https://de.trustpilot.com/reviews/644d5c2430986c3dbedc012c
279,1,Bloss nicht die!,"Auf diese Gesellschaft trifft das alte Bonmot zu: Die Versicherung leiht dir einen Schirm, und nimmt ihn dir weg, sobald es anfaengt zu regnen.Bei drei Faellen in vier Jahren kommt die Kuendigung. Keiner dieser Faelle war selbst ausgesucht, zwei wurden gewonnen, einer ist offen (2 x gleiche Fluggesellschaft wegen Flugabsagen und Schadensersatz dafuer). Also: Finger weg!",2023-03-10,https://de.trustpilot.com/reviews/644a86470ca458208f8ab4c8
280,1,Absolut nicht empfehlenswert aus…,"Absolut nicht empfehlenswert aus eigener Erfahrung!Bin in die Versicherung reingezwungen worden durch Hochzeit und musste meine eigene sehr gute Versicherung verlassen. Versicherungsumfang war unzureichend und es gab keinerlei Aufklaerung im Vorfeld, nur Ausreden im Nachgang. Sehr schlechte Erreichbarkeit und aus meiner Sicht und Erfahrung unzureichende Unterstuetzung und Kommunikation. Selbst die Kuendigung laeuft sehr kompliziert und schleppend. Als Kunde wird man meiner Meinung nach bewusst im Unklaren gelassen.",2023-04-10,https://de.trustpilot.com/reviews/644a2aee46485c82c2808626
281,1,Die mieseste RV auf dem Markt.,"- Unfreundlich- Arrogant- Inkompetent- winden sich, um jegliche Deckung abzulehnen.- Keine Direktzusage am Telefon und kein Rueckruf. Man laeuft Gefahr, Fristen zu versaeumen.- Nach der ueberfaelligen Kuendigung dieser nutzlosen Versicherung bekommt man auch nach mehrmaliger Anfrage keine Kuendigungsbestaetigung.Fazit: Die mieseste Rechtsschutzversicherung, die man ueberhaupt finden kann.",2023-04-05,https://de.trustpilot.com/reviews/64383b338f52b61a2d118374
282,5,Freundliches plus hilfsbereites plus …,Freundliches plus hilfsbereites plus kompetentes Fachpersonal plus ein gutes TEAM red heart double exclamation mark Gute Beratung plus gute Organisation plus schnelle Abwicklung ON! arrow reichhaltiges Versicherungspaket plus gutes Preisleistungsverhaeltnis double exclamation mark Empfehlenswert double exclamation mark thumbs up red heart four leaf clover globe showing Asia-Australia globe with meridians dove peace symbol victory hand red heart cross mark keycap 7 double exclamation mark double exclamation mark double exclamation mark red exclamation mark,2023-04-04,https://de.trustpilot.com/reviews/642c2d51cfb7c95b8351ea62
283,1,Absolut nicht zu empfehlen.,"Absolut nicht zu empfehlen.Falls Sie bei der VKB Versichert sind, suchen Sie sich eine andere Rechtsschutz.",2023-03-26,https://de.trustpilot.com/reviews/641ff5d88b2aefcec62596e0
284,1,Ich bin seit ca 10 Jahren Kunde,"Ich bin seit ca 10 Jahren Kunde. Die MitarbeiterInnen sind teilweise sehr arrogant und unfreundlich. Ich hatte bisher einen Schadensfall, den ich aussergerichtlich fuer mich entscheiden konnte. Der Oerag-Anwalt wurde genoetigt, einen Teil der mir zustehenden Schadenssumme an die Oerag zu zahlen. Sehr unserioes.",2022-05-15,https://de.trustpilot.com/reviews/641178a654c72995e53ae18f
285,1,Fuer einen Fehler der Oerag,"Fuer einen Fehler, den die Oerag begangen hat, muss ich zahlen und habe folge Konsequenzen. Diesen Verein empfehle ich niemanden. Die Mitarbeiter sind zudem sehr unfreundlich und haben eine arrogante Art gegenueber Kunden.",2023-02-28,https://de.trustpilot.com/reviews/640674c3150af3a02b137aba
286,1,Ein mir bisher NIE untergekommenes Mass…,Ein mir bisher NIE untergekommenes Mass an Arroganz UND Inkompetenz!Unfassbar!!!,2023-02-28,https://de.trustpilot.com/reviews/640674b9d422838c7feb3570
287,1,Der erste Fall nach 15 Jahren - direkte Kuendigung folgt,"Seit 15 Jahren ohne einen Schadensfall. Dann wurde mein Sohn nachts grundlos und brutal angegriffen. Es folgt ein Strafprozess der gewonnen wurden und ein Zivilprozess mit einem Vergleich siegreich abgeschlossen wurde. Trotzdem kuendigte mir dir Oerag direkt, da die 3000 € Gesamtkosten mehr waeren als ich in den letzten 5 Jahren einbezahlt haette. Auf meinen Hinweis, ich waere aber schon seit 15 Jahre Beitragszahler, kam nur die Antwort. ""Wir rechnen aber nur auf die letzten 5 Jahre"" Und das OBWOHL die Oerag das Geld vom Beklagten zurueckerhalten wird. Sie werden also voraussichtlich 0 Kosten haben. Am Telefon voellig arrogant (ist halt so - wer weiss ob der Gegner zahlungsfaehig ist) ""Hallo, ihr seid eine Versicherung, ein kleines Bisschen Risiko muesst ihr schon einkalkulieren!!"". Auf schriftlichen Widerspruch wird nicht reagiert. Fazit: Da behaelt man sein Geld lieber unter dem Kopfkissen.",2023-02-10,https://de.trustpilot.com/reviews/6400a8185476e737194d5560
288,1,Bin seit 2011 Kunde in diesem Verein,"Bin seit 2011 Kunde in diesem Verein. Seit dem nur 2 Faelle gemeldet, die auch uebernommen wurden.Der letzte Fall liegt mehr als 2 Jahre zurueck. Jetzt hat man mir mit Verweis auf die AGB zum Ende des Vertragsjahres wegen "" erheblichen Aufwandes "" gekuendigt.Begruendung: Schadenquote 200 %.Also rechnen ist nicht deren Staerke. Zumal zwischen dem letzten Fall und der jetzigen Kuendigung bereits ein schadenfreies Jahr, zu welchem die Kuendigung moeglich gewesen waere, lag.Die Dame am "" Servicetelefon "" war zudem sehr unfreundlich und abweisend. Aber dieser Verein besitzt die Frechheit, noch ca. 24 € Beitrag zu fordern.Haende weg von diesem Verein; zahlt lieber woanders ein paar Euro mehr und habt einen serioesen Versicherer.",2023-02-28,https://de.trustpilot.com/reviews/63ff02a39b64b1bdaf659fee
289,1,Nie wieder Oerag Rechtsschutzversicherung !! Ablehnung einfach nur laecherlich.,"Ich war bereits seit Jahren bei der Oerag Rechtsschutz versichert, als ich eine Immobilie erworben habe. Leider kam es unmittelbar nach dem Kauf zu Streitigkeiten mit dem Nachbarn wegen einem im Grundbuch eingetragenen Wegerecht. Oerag hat meinen Anspruch auf Rechtsschutz abgelehnt, mit der Begruendung: In der Immobilie muessen sie selbst wohnen. Liebe Rechtsschutzversicherung der Oerag,...das Haus musste erst fast ein Jahr vollstaendig saniert werden. Niemand konnte zu dem Zeitpunkt in der Immobilie wohnen.Wenn Sie nur das Geld der Versicherten wollen, dann sagen Sie das doch zu Beginn des Vertrages!!!!Solche Begruendungen fuer die Ablehnung sind einfach nur laecherlich.Ein Punkt ist noch zu viel!!",2023-02-20,https://de.trustpilot.com/reviews/63fa0eda9b64b1bdaf625f00
290,1,Mir wurde ungerechterweise gekuendigt,"Mir wurde gekuendigt, weil ein Fall aus dem Jahre 2020 noch offen ist. Mir ist 2020 eine Dame in mein Auto rein gefahren und dieser Fall laeuft aktuell immer noch vor Gericht, da der Gerichtsgutachter aufgrund von Corona bisher noch nicht das Gutachten fertigstellen konnte. Hierfuer habe ich absolut gar kein Verstaendnis, da der Fall noch nicht einmal abgeschlossen ist. Die Begruendung war hier dass ich erst seit drei Jahren Kunde bin und dass meine Beitraege die ich gezahlt habe ein viertel der Gerichtskosten seien.",2023-02-01,https://de.trustpilot.com/reviews/63f728e39b64b1bdaf6021bc
291,5,Ich habe nur positive Erfahrung mit der…,Ich habe nur positive Erfahrung mit der OeRAG Rechtschutzversicherung machen koennen. Die Dame am Telefon war auch sehr nett und verstaendnisvoll.,2023-02-05,https://de.trustpilot.com/reviews/63e390b8745e4800219e6e5d
292,1,Schlimm wie lange sie benoetigen mut…,Schlimm wie lange sie benoetigen mut Ermahnung sich dem Fall anzunehmen!Einmal und nie wieder!!!!Die Mitarbeiter sind mehr als nur Unfreundliche!!!!,2023-02-05,https://de.trustpilot.com/reviews/63e0bdde745e4800219bf45d
293,1,Nie wieder OeRAG. Keinem Menschen zu empfehlen,"Ich habe die OeRAG bisher zweimal in Anspruch genommen. Beim ersten Mal habe ich die empfohlene Kanzlei in Anspruch genommen und habe deshalb eine Bruchlandung gemacht. Die Kanzlei hatte ein Vergleichsangebot, wonach ich 2.000€ erhalten haette, aber diese ""empfohlene Kanzlei"" hat dem Vergleichsangebot nicht zugestimmt. So habe ich nichts bekommen.Als ich 5 Jahre wieder einen Rechtsschutzfall angemeldet und die ""empfohlene Kanzlei"" nicht in Anspruch nahm um mit einem guten Anwalt die Regressforderungen durchzusetzten, wobei die Gewinnchancen sind sehr gross sind, hat die OeRAG mir gekuendigt. Ein Stern ist fuer Bewertung viel zu gut",2023-02-04,https://de.trustpilot.com/reviews/63dfc9e59b64b1bdaf4dac58
294,1,Ihr Arbeitgeber moechte das…,Ihr Arbeitgeber moechte das Arbeitsverhaeltnis einvernehmlich aufloesen. Sie moechten eine hoehere Abfindung erhalten und beauftragen fuer die Verhandlungen eine Anwaeltin.???????Ooooo Jaa hab ich gesehen Deckung Summe nur 1000 Euro ich musste der rest alles selber zahlen !!!!Finger weg von diese Bande hier,2023-01-22,https://de.trustpilot.com/reviews/63ce963a9b64b1bdaf407137
295,1,nach decku8ngszusage und laufendem…,"nach decku8ngszusage und laufendem Verfahren wird mir hilfe verwehrt, weil der unfreundliche Mitarbeiter mir woerter in den mund legt, dfie ich nicht gesagt habe und hier nun angeblich ich nicht versichert war in dem Fall. Warum dann die Zusage vor monaten? sucht euch ne bessere",2022-12-21,https://de.trustpilot.com/reviews/63a48b562338b6d417a454df
296,1,Kopfgeldjagd?/Hr,"Kopfgeldjagd?/Hr. SCHMITZBERGER-OeragSalzburgDiese Schreiben haengen in der Liegenschaft198 Georgenberg 5431(Eigentumswohnungen)ueberall im ganzen Haus.Der Herr, der angeblich hier fuer die Reinigung zustaendig waere, kaum ein Wort Deutsch spricht und auch hier wohnt, schnueffelt uns hier nach im Auftrag der Hausverwaltung!und jetzt werden auch noch andere Personen im Haus aufgerufen, sich zu bespitzeln und hetzt Personen damit gegeneinander auf.Die Heizungen in den Wohnungen wurden alle auf ein Minimum zentral runter gedrosselt, ich bin neugierig was mein Anwalt am Mittwoch dazu sagen wird. Denn im ersten Stock wurde die Heizung so beschaedigt im Stiegenhaus dass sie im rechten Flur nicht mehr bedienbar ist, nur damit man sie nicht aufdrehen kann!",2022-11-29,https://de.trustpilot.com/reviews/638a2f205873c1cf9fc8a2fa
297,1,Schnelle Kuendigung nach Kleinstregelungen,"Nach jahrelanger Mitgliedschaft, in denen ich den Versicherungsschutz nicht in Anspruch genommen habe, hatte ich in diesem Jahr zwei sehr geringfuegige ‚Faelle‘ und eine weitere Anfrage. Dies war der Versicherung schon zu viel, sodass sie mir sofort und ohne Vorwarnung gekuendigt hat. Bei einem Telefonat gibt man sich sehr stur und kundenunfreundlich.Kundenfreundlich ist die OeRAG nur bei der Akquise, bei Inanspruchnahme hoert die Zugewandheit auf.",2022-11-28,https://de.trustpilot.com/reviews/6384933db84cc27618f931ba
298,1,Unserioese Rechtsschutz-Versicherung,"Diese Versicherung versucht einer alten Dame (89) staendig eine Rechtsschutz-Versicherung anzudrehen.Trotz Kuendigung wird die Frau mit Angeboten und Zahlungsaufforderungen unter staendigen Druck gesetzt.Unserioese, fast verbrecherische und erpresserischeMethoden, eine Versicherung zum Abschluss zu bringen",2022-11-24,https://de.trustpilot.com/reviews/637f9e46b84cc27618f5d6fe
299,1,"Absolut unserioese Versicherung, bitte keinen Abschluss taetigen.","Unserioes, arrogant. Man schliesst einen Vertrag ab, kassiert Geld und behauptet anschliessend, dass der Vertragsabschluss gar nicht den Versicherungsbedingungen entspricht. Arrogante und hochnaesige Mitarbeiter versuchen einen dann abzukanzeln bzw. antworten gar nicht mehr. Geld ist immer noch nicht zurueckgekommen. Das ist m.E. Betrug!!! Bitte schliesst keine Versicherungen mit diesem Anbieter ab!!! Absolut unserioes!!!",2022-10-06,https://de.trustpilot.com/reviews/635508b18056669a30a8d35d
300,1,Als ALTKUNDE ist man definitiv…,Als ALTKUNDE ist man definitiv schlechter gestellt als als NEUKUNDE - warum? Keine Deckung fuer Schaeden die Handwerker (Dachdecker + Elektriker!!!) verursacht haben - bloss weil es um eine PV-Anlage geht. Dabei geht es um Handwerksleistungen - um ausreden nicht verlegen! Typisch Versicherung - jahrelang volle Praemie kassieren und wenn man einmal Hilfe braucht - nichts!BLOSS NICHT OeRAG - ich werde mir eine andere Versicherung suchen!,2022-10-20,https://de.trustpilot.com/reviews/63515fdf276a7fd30bd5bb6c
301,1,die sind unglaublich schlecht,die sind unglaublich schlechtFINGER WEG,2022-10-10,https://de.trustpilot.com/reviews/6343bf5bb67840c2ab2cd0d7
302,1,Versicherung uebernimmt keine…,"Versicherung uebernimmt keine Beratungsbebuehr, weil angeblich kein Schaden eingetreten ist. In der Beratung ging es um mein Studium und daraus entstehende moegliche Schadensersatzansprueche gegen meine Universitaet.",2022-09-29,https://de.trustpilot.com/reviews/63358a173d107cfdfcce3f98
303,1,"Erst Hui, jetzt Pfui.","Leider muss ich mich den schlechten Erfahrungen hier anschliessen. Nach ueber fuenf Jahren als Kunde bekam ich jetzt meine Kuendigung. Die Jahre zuvor habe ich maximal eine Telefonberatung pro Jahr gebraucht. Dieses Jahr kamen bei mir ZWEI berufliche Faelle auf die Liste, zack, flattert die Kuendigung ins Haus.Die letzten Jahre zuvor erst abmelken, um bei der ersten Gelegenheit langjaehrige Kunden zu kicken.Auch gut: mehrere Mails an zwei verschiedene Adressen der OERAG werden seit Wochen ignoriert.Tschoe mit Oe, werde meinen Bekannten zukuenftig eine andere Empfehlung aussprechen.",2022-09-27,https://de.trustpilot.com/reviews/6334ce86dd31f5f875b5705a
304,1,Finger weg,"Erst eine deckungszusage bekommen fuer eine telefonische Erstberatung bei ein selbstausgesuchten Anwalt.Dann der Schock, Versicherung will nicht zahlen da ich mein Anwalt vorab meine frage per Mail schicken sollte damit er sich vorbereiten kann. Das wertet die Versicherung als Akteneinsicht und uebernimmt nicht die Kosten von 190€ welche auch von der Versicherung festgelegt wurden.Ich werde das zahlen, alle Versicherungen die mit der oerag verbunden sind, sind mit hinweis auf diesen fall gekuendigt Finger weg",2022-09-13,https://de.trustpilot.com/reviews/632eaa7fe619801c6a608128
305,1,Momentan koennte ich diese Versicherung nicht Guten Gewissens weiterempfehlen....,"1. OeRAG gibt Kostendeckungszusage fuer die Klage Mietverhaeltnis der ersten verwaltungsgerichtlichen Instanz und empfiehlt Anwaltskanzlei.2. Anwaltskanzlei erledigt nach dem Termin nichts von den abgesprochenen Ablaeufen3. Anwaltskanzlei nicht zu erreichen4. Oerag leider auch nicht mehr zu erreichen. Seit Tagen haenge ich ueber teilweise 3 Stunden in der Warteschleife ohne ueberhaupt mal einen Mitarbeiter sprechen zu koennen. Nur Musik die einem vorgespielt wird und leider sind alle Leitungen belegt... die E-Mails kommen anscheinend auch nicht mehr an.5. So wird mir definitiv mit dem Problem in meiner Wohnung von allen Seiten nicht geholfen. Aber Hauptsache vierteljaehrlich 60 Euro zahlen duerfen.Der Service war frueher mal anders, ich habe diese Versicherung selber an Versicherungsnehmer verkauft, aber aktuell sollte man es besser wohl nicht weiterempfehlen, wenn nie jemand erreichbar ist. Schade.",2022-09-22,https://de.trustpilot.com/reviews/632c6a8dc17abd5d3c36b717
306,5,Flugausfallkostenerstattung,"An einem Freitag um 13.00 Uhr habe ich als Versicherter die Oerag in einer Vorabberatung in Sachen Rueckerstattung von Flugausfallkosten - die C. hatte sich bis dahin nicht wirklich kundenorientiert gezeigt - in Anspruch genommen.Nach unglaublichen 3 Minuten - ausgeschrieben drei Minuten - war ich mit einer Rechtsanwaeltin verbunden, die mich sehr freundlich wie auch aeusserst kompetent beraten hat.Ergebnis:Nach einem weiteren Schreiben im Anschluss an die Vorberatung ist die C. eingeknickt.An dieser Stelle meine lieben Dank an die Frau Rechtsanwaeltin H.-Schl.",2022-08-19,https://de.trustpilot.com/reviews/632b679fc17abd5d3c360d67
307,1,Eigentlich NULL Sterne,Eigentlich NULL Sterne. Kuendigt nach 2. Inanspruchnahme mit rel. geringem Wert. Die Versicherung wurde ueber die Provinzial abgeschlossen bzw. vermittelt.,2021-10-01,https://de.trustpilot.com/reviews/6329a5a46a3e1ed2c3d790c4
308,1,Die Frau hat mir nicht geglaubt,"Die Frau hat mir nicht geglaubt, hat gesagt das gibt's nicht und deutlich gesagt dass sie will nicht helfen. Sehr arrogant und nervoes",2022-09-02,https://de.trustpilot.com/reviews/6311f0876a3e1ed2c3c7bdfa
309,1,Finger weg von der OeRAG,Finger weg von der OeRAG. So lange man Beitraege bezahlt und keine Hilfe benoetigt ist alles in Ordnung. Benoetigt man Hilfe ( dazu gibt es ja die Rechtsschutzversicherung) wird man sofort gekuendigt. Das ist die schlechteste Versicherung die ich je hatte. Pfui,2022-08-25,https://de.trustpilot.com/reviews/63072bcf6a3e1ed2c3c011c0
310,1,Nie wieder wuerde ich hier einen Vertrag…,"Nie wieder wuerde ich hier einen Vertrag abschliessen. Hatte eine Vermieter-Rechtschutz. Teilweise wurden die Kosten getragen. Allerdings nur aufgrund mehrfacher Erlaeuterungen meines RA, die das Verhalten der Versicherung ebenfalls nicht verstand und obwohl der Fall fuer mich erfolgreich ausging. Die Mitarbeitenden sind im Umgang mit ihren Kunden massiv unfreundlich - das gilt fuer Telefongespraeche genauso wie fuer die Korrespondenz.",2022-08-08,https://de.trustpilot.com/reviews/62f106148000af4a885810d0
311,1,Unmoeglich!,Unmoeglich! Versicherung kuendigt schon nach zwei Faellen im Jahr trotz 12 Jahre Praemienzahlung! Bei telefonischen Nachfrage nur Ufreundlichkeit und Aroganz. Es wird mit dem Kunden nach 12 Jahren von oben herab gesprochen! Enttaeuschend!,2022-07-20,https://de.trustpilot.com/reviews/62d847708000af4a8845fd12
312,1,Fingr weg,Fingr weg. Haben immer einen Grund einen Fall nicht zu uebernehmen. Bin leider seit 25 Jahren dort und noch nie bekam ich eine Deckunszusage.Das ist nur abzocke. Ich bin behindert und kann mich nicht gut auseinandersetzen. Ich wurde einfach nurabgebuegelt. Vielen Dank )-:,2022-07-20,https://de.trustpilot.com/reviews/62d7a8198000af4a884540db
313,5,Gut schlafen trotz Baumaengel,Wenn man privat ein Haus baut ist die Rechtschutzversicherung der OeRAG einfach ein Muss! Dank ihr kann ich auch bei Baumaengeln gut schlafen.,2022-05-24,https://de.trustpilot.com/reviews/628d28e94b16276ac98f5bf7
314,1,Saumaessiger Service,"Leider nur saumaessiger Service. 1,5 Monate nach Kontakt keine Reaktion mehr auf Leistung die erbracht werden muesste. Ich frage mich wie in anderen Tests gut abschneiden kann. Lieber Geld wo anders investieren.",2022-05-21,https://de.trustpilot.com/reviews/62894ec6045d025d3a9acd52
315,1,Finger weg,"1. OeRAG gibt Kostendeckungszusage fuer die Klage um einen KiTa-Platz in der ersten verwaltungsgerichtlichen Instanz und empfiehlt Anwaltskanzlei.2. Anwaltskanzlei verfasst Schreiben an die Stadtverwaltung und droht mit Klage.3. 1 Woche nach Eingang des Schreibens wird KiTa-Platz erfolgreich bestaetigt.4. OeRAG weigert sich, Anwaltskosten zu tragen, da ja kostensparend aussergerichtlich agiert wurde. Fuehrt ""formale Einschraengkungen"" an.5. OeRAG schickt Kostendeckungszusage fuer eine Beratung, um gegen die empfohlene Anwaltskanzlei zu klagen.All dies nach jahrelang bestehendem Versicherungsverhaeltnis.",2022-05-11,https://de.trustpilot.com/reviews/627b5e09166eb7ecbf434798
316,1,Schreckliche Rechtschutzversicherung,Ich habe ein Schadenfall mit alle Unterlagen bei OeRAG angemeldet. Aber nach ein paar Tagen kriegte ich Bitte um die Klageschrift nochmal einzureichen->Inkompetenz Mitarbeiter. Eventuell war es auch die Bearbeitung verzoegert. Nach meiner zweiten Bitte zur Rueckmeldung kriegte ich die endgueltige Antwort von OeRAG (i.e. der Ablehungsbescheid). Die Begruendung fuer die Ablehnung war auch nicht korrekt. Sie wollen nur irgendwie mir das Geld nicht bezahlen. Ich werde ueberhaupt OeRAG nicht zu jemandem empfehlen.,2022-04-20,https://de.trustpilot.com/reviews/626009ac7b2618e9fea0d0d2
317,1,Rechtsschutzversicherung fuer was?,Fuer was braucht man eine Mietrechtschutzversicherung wenn diese sowieso nicht greift. Zum Glueck gleich gekuendigt!,2022-04-11,https://de.trustpilot.com/reviews/6253e0dac7628b203ba8d7e2
318,1,Bewertet mit 1 von 5 Sternen,"Bewertet mit 1 von 5 SternenGerade ebenBevor ich unterschrieben hatteBevor ich unterschrieben hatte, habe ich mich telefonisch abgesichert, dass mein Fall auch mit versichert ist, den ich bearbeitet haben wollte. Es hiess sehr freundlich, dass alles mit drin sei…BIS ich ein paar Tage spaeter tatsaechlich Schadensmeldung gemacht habe und man scheissunfreundlich abgelehnt hat, dass da gar nichts mitversichert sei! Der Laden ist das hinterletzte! Finger weg!",2022-04-05,https://de.trustpilot.com/reviews/624c49712b3c3c43cfc964c7
319,1,Reinste Verars...,"Eigentlich sollte es keinen Stern geben. Ziehen Geld ein und ziehen sich dann wenn man die Rechtsschutz in Anspruch nehmen moechte aus der ganzen Sache raus. Zwei mal der Fall gewesen und den Kunden auf allen Anwaltskosten sitzen lassen. Aber hauptsache puenktlich den viel zu hohen Jahresbeitrag einziehen. Man zahlt sich daemlich und helfen tun sie trotzdem nicht. Kuendigung saemtlicher Versicherungen der eigenen Firma werden jetzt raus gehen und ich wuerde jedem abraten einen Vertrag mit dieser unverschaemt Versicherung abzuschliessen. Hoert man sich um bekommt man immer dieselbe Rueckmeldung ""reinste Verars...""!!",2022-03-20,https://de.trustpilot.com/reviews/6236d7b84842703252b460d8
320,1,Aus Anwaltssicht,"Aus Anwaltssicht:Die OeRAG ist NICHT zu empfehlen.Anders als bei anderen Rechtsschutzversicherungen erfolgt die Begleichung von Rechnungen stets erst nach mehrfachem Nachfassen und dann auch nur zum Teil unter Behauptung falscher Tatsachen. Schreiben werden nicht beantwortet. Eine telefonische Erreichbarkeit besteht nicht.Ich habe nunmehr nach einem besonders frustrierenden Fall entschieden, keine Mandate von OeRAG-Versicherten mehr anzunehmen.",2022-03-18,https://de.trustpilot.com/reviews/62347d534842703252b301cf
321,1,Nicht zu empfehlen!,"Eine Versicherung, die eine, jedenfalls aus meiner laienhaften Sicht als unbedarfter Kunde, nicht interpretationsfaehige Leistungszusage nicht einhaelt, sondern sich mit Hinweisen aufs Kleingedruckte herauszuwinden versucht, braucht man nicht.",2022-03-15,https://de.trustpilot.com/reviews/6230b37f31617ac0e48707cc
322,1,Zwiespaeltige Erfahrungen mit der OeRAG,"Die Erfahrungen mit der OeRAG sind sehr zwiespaeltig: einer zuegigen Kostenzusage steht der Umstand entgegen, dass die Versicherung sehr schnell an der Hand ist, einen Kunden zu kuendigen, wenn er zwei kostenpflichtige Rechtsschutzfaelle innerhalb von 12 Monaten verursacht (Achtung: dies gilt auch, wenn aus einem prozessualen Anspruch aufgrund formaler Verfahrensanforderungen (z.B. selbstaendiges Beweisverfahren) ploetzlich zwei werden). Auf Schreiben reagiert der Kundendienst der OeRAG in solchen Faellen noch nicht einmal mit Standardantworten, sondern einfach ueberhaupt nicht. Vor diesem Hintergrund ist die ORAG nur sehr eingeschraenkt empfehlenswert.",2022-03-08,https://de.trustpilot.com/reviews/6226f314445f5107dcab2639
323,1,Die haben den schlechtesten…,"Die haben den schlechtesten Kundenservice den ich je erlebt habe!Die Beantwortung einer Email dauert mindestens 5 Wochen. Und dann gehen sie nicht mal auf die Fragen, die man gestellt hat, ein. Hilfe im Schadensfall ist gleich Null.Finger weg von dieser Rechtsschutzversicherung!!!",2022-01-25,https://de.trustpilot.com/reviews/61f00cb7e1196e51d76eadf7
324,1,Ich wuerde niemals empfehlen sind groesste…,Ich wuerde niemals empfehlen sind groesste Hure.nso.hn,2022-01-20,https://de.trustpilot.com/reviews/61e9bbe7e1196e51d76a39f3
325,1,Geld einsammeln und danach alles tun um…,"Geld einsammeln und danach alles tun um es im Schadensfall nicht wieder rausgeben zu muessen. Egal wie haeufig sie widerlegt werden, denen faellt immer was neues ein warum sie nicht zahlen muessen. Wechsel der Versicherung steht an",2022-01-04,https://de.trustpilot.com/reviews/61d44157a16c1e751f5e840e
326,1,Finger weg!!!,"Finger weg!!!! in 3 Jahren zweimal kleine Mietsache vom Rechtsanwalt ueberpruefen lassen,dann sofort Kuendingung.Sehr fragwuerdiges Geschaeftsgebaren.Reine Abzocke",2021-11-13,https://de.trustpilot.com/reviews/618fa50901034f34babe3c45
327,1,Kein Schutz bei denen,"Zahlen nie, sodass das eigene Recht ueber die nie vertreten werden kann. Wahnsinn.",2021-11-12,https://de.trustpilot.com/reviews/618ea1e2fb38891f5f09fc0b
328,1,NULL Sterne,"NULL Sterne! Versicherung kuendigt schon nach zwei Faellen trotz jahrelanger Praemienzahlung, unserioes!",2021-10-24,https://de.trustpilot.com/reviews/61757a6275069a4da48e7b3c
329,1,"Bin sehr unzufrieden , Leistung verweigert","Diese Versicherung kann ich nicht empfehlen , ich habe Aerger mit meiner KFZ-VERSICHERUNG wegen einem Kaskoschaden (Hagel) und wollte mich be einem Rechtsanwalt beraten lassen. Die OeRAG will nicht einmal ein Beratungsgespraech bezahlen !! Diese Versicherung hat fuer mich absolut keinen Wert und ich werde versuchen so schnell wie moeglich aus dem Vertrag rauszukommen!! Mit freundlichen Gruessen , G.N.",2021-10-13,https://de.trustpilot.com/reviews/61670d9675069a4da484482a
