name,rating,title,text,date,review_url
Anja,1,Schlechte Versicherung,"Nur schlechte Erfahrungen gemacht.Ich zahle jahrelang ein und hatte noch nie ein Problem.Jetzt brauche ich eine Beratung,und keiner hilft mir bei meinen Problem,es wird nur drumher geredet und sich nicht eingesetzt für einen.Ich habe ein paar mal angerufen und habe das Gefühl alle sind dort inkompetent und planlos.Es wird nicht zurück gerufen oder es wird einfach aufgelegt.Ich werde kündigen und warne jeden vor dieser Versicherung.",16. Mai 2023,https://de.trustpilot.com/reviews/64638bff6f0f2144f4ba6b10
Katja N.,1,Einfach aufgelegt,"Einfach aufgelegt, helfen nicht in der Not, gehen nicht auf Schreiben ein. Keine Empfehlung!!!!",15. Mai 2023,https://de.trustpilot.com/reviews/6461fcf5535c743ae10db297
Marcel Schäfter,1,Niemals bei diesem Verein versichern…,Niemals bei diesem Verein versichern lassen. Jegliche Deckungen werden abgelehnt. Unfassbar. Sie können mich mal Kreuzweise.,11. Mai 2023,https://de.trustpilot.com/reviews/645c97b51e1f186a12c98859
Sylvia Koch,1,Ersatzgesagt dann zurück gezogen,,9. Mai 2023,https://de.trustpilot.com/reviews/645a9deb171e81eaa8a75547
Nadine Rick,1,Bester Freund von Inkasso-Firmen,"Mein Budget ist recht knapp, und gleich im ersten Monat haben sie Mitte UND Ende des Monats abgebucht, obwohl immer der 15. ausgemacht war.Da mein nächster Lohn da noch nicht drauf war, gab es eine Rückbuchung. Die Örag hat direkt ein Inkassounternehmen eingeschaltet. In so einem Fall würde ich meine Rechtschutzversicherung um Hilfe bitten, was in dem Fall ja nicht möglich ist.Schön auch, wie die Bad Homburger Inkasso 10 Monate nach der Begleichung der Raten im Auftrag der Örag auf einmal meint, dass nochmal 72€nochwas offen stehen würden.Reiner Beschiss.",28. April 2023,https://de.trustpilot.com/reviews/644e181da4574e0166d65bd3
Steven Braun,1,Absolute Drecksorganisation!!!,Absolute Drecksorganisation!!!! Nicht bei denen einen Vertrag unterschreiben !!! Die ziehen euch nur das Geld aus der Tasche !!! FINGER WEG !!! DAS IST EINE ERNSTE WARNUNG !!!!!!!!!!!!!!!!!!!!!!,29. April 2023,https://de.trustpilot.com/reviews/644d5c2430986c3dbedc012c
RSC,1,Bloß nicht die!,"Auf diese Gesellschaft trifft das alte Bonmot zu: Die Versicherung leiht dir einen Schirm, und nimmt ihn dir weg, sobald es anfängt zu regnen.Bei drei Fällen in vier Jahren kommt die Kündigung. Keiner dieser Fälle war selbst ausgesucht, zwei wurden gewonnen, einer ist offen (2 x gleiche Fluggesellschaft wegen Flugabsagen und Schadensersatz dafür). Also: Finger weg!",10. März 2023,https://de.trustpilot.com/reviews/644a86470ca458208f8ab4c8
Kunde,1,Absolut nicht empfehlenswert aus…,"Absolut nicht empfehlenswert aus eigener Erfahrung!Bin in die Versicherung reingezwungen worden durch Hochzeit und musste meine eigene sehr gute Versicherung verlassen. Versicherungsumfang war unzureichend und es gab keinerlei Aufklärung im Vorfeld, nur Ausreden im Nachgang. Sehr schlechte Erreichbarkeit und aus meiner Sicht und Erfahrung unzureichende Unterstützung und Kommunikation. Selbst die Kündigung läuft sehr kompliziert und schleppend. Als Kunde wird man meiner Meinung nach bewusst im Unklaren gelassen.",10. April 2023,https://de.trustpilot.com/reviews/644a2aee46485c82c2808626
Frank Huxol,1,Die mieseste RV auf dem Markt.,"- Unfreundlich- Arrogant- Inkompetent- winden sich, um jegliche Deckung    abzulehnen.- Keine Direktzusage am Telefon und kein Rückruf. Man läuft Gefahr, Fristen zu versäumen.- Nach der überfälligen Kündigung dieser nutzlosen Versicherung bekommt man auch nach mehrmaliger Anfrage keine Kündigungsbestätigung.Fazit: Die mieseste Rechtsschutzversicherung, die man überhaupt finden kann.",5. April 2023,https://de.trustpilot.com/reviews/64383b338f52b61a2d118374
Thomas Schnell,5,Freundliches➕ hilfsbereites➕…,Freundliches➕ hilfsbereites➕ kompetentes Fachpersonal➕ein gutes TEAM❤‼️Gute Beratung➕gute Organisation➕schnelle Abwicklung🔛 reichhaltiges Versicherungspaket➕ gutes Preisleistungsverhältnis‼️Empfehlenswert‼️👍❤🍀🌏🌐🕊☮✌❤❌7️⃣‼️‼️‼️❗,4. April 2023,https://de.trustpilot.com/reviews/642c2d51cfb7c95b8351ea62
Anton Maller,1,Absolut nicht zu empfehlen.,"Absolut nicht zu empfehlen.Falls Sie bei der VKB Versichert sind, suchen Sie sich eine andere Rechtsschutz.",26. März 2023,https://de.trustpilot.com/reviews/641ff5d88b2aefcec62596e0
frank,1,Ich bin seit ca 10 Jahren Kunde,"Ich bin seit ca 10 Jahren Kunde. Die MitarbeiterInnen sind teilweise sehr arrogant und unfreundlich. Ich hatte bisher einen Schadensfall, den ich außergerichtlich für mich entscheiden konnte. Der Örag-Anwalt wurde genötigt, einen Teil der mir zustehenden Schadenssumme an die Örag zu zahlen. Sehr unseriös.",15. Mai 2022,https://de.trustpilot.com/reviews/641178a654c72995e53ae18f
F. F.,1,Für einen Fehler der Örag,"Für einen Fehler, den die Örag begangen hat, muss ich zahlen und habe folge Konsequenzen. Diesen Verein empfehle ich niemanden. Die Mitarbeiter sind zudem sehr unfreundlich und haben eine arrogante Art gegenüber Kunden.",28. Februar 2023,https://de.trustpilot.com/reviews/640674c3150af3a02b137aba
Daniel Mladenov,1,Ein mir bisher NIE untergekommenes Maß…,Ein mir bisher NIE untergekommenes Maß an Arroganz UND Inkompetenz!Unfassbar!!!,28. Februar 2023,https://de.trustpilot.com/reviews/640674b9d422838c7feb3570
samsi bar,1,Der erste Fall nach 15 Jahren  - direkte Kündigung folgt,"Seit 15 Jahren ohne einen Schadensfall. Dann wurde mein Sohn nachts grundlos und brutal angegriffen. Es folgt ein Strafprozess der gewonnen wurden und ein Zivilprozess mit einem Vergleich siegreich abgeschlossen wurde. Trotzdem kündigte mir dir Örag direkt, da die 3000 € Gesamtkosten mehr wären als ich in den letzten 5 Jahren einbezahlt hätte. Auf meinen Hinweis, ich wäre aber schon seit 15 Jahre Beitragszahler, kam nur die Antwort. ""Wir rechnen aber nur auf die letzten 5 Jahre"" Und das OBWOHL die Örag das Geld vom Beklagten zurückerhalten wird. Sie werden also voraussichtlich 0 Kosten haben. Am Telefon völlig arrogant (ist halt so - wer weiss ob der Gegner zahlungsfähig ist) ""Hallo, ihr seid eine Versicherung, ein kleines Bisschen Risiko müsst ihr schon einkalkulieren!!"". Auf schriftlichen Widerspruch wird nicht reagiert. Fazit: Da behält man sein Geld lieber unter dem Kopfkissen.",10. Februar 2023,https://de.trustpilot.com/reviews/6400a8185476e737194d5560
Stefan S.,1,Bin seit 2011 Kunde in diesem Verein,"Bin seit 2011 Kunde in diesem Verein. Seit dem nur 2 Fälle gemeldet, die auch übernommen wurden.Der letzte Fall liegt mehr als 2 Jahre zurück. Jetzt hat man mir mit Verweis auf die AGB zum Ende des Vertragsjahres wegen "" erheblichen Aufwandes "" gekündigt.Begründung: Schadenquote 200 %.Also rechnen ist nicht deren Stärke. Zumal zwischen dem letzten Fall und der jetzigen Kündigung bereits ein schadenfreies Jahr, zu welchem die Kündigung möglich gewesen wäre, lag.Die Dame am "" Servicetelefon "" war zudem sehr unfreundlich und abweisend. Aber dieser Verein besitzt die Frechheit, noch ca. 24 € Beitrag zu fordern.Hände weg von diesem Verein; zahlt lieber woanders ein paar Euro mehr und habt einen seriösen Versicherer.",28. Februar 2023,https://de.trustpilot.com/reviews/63ff02a39b64b1bdaf659fee
Miriam Zupevc,1,Nie wieder Örag Rechtsschutzversicherung !! Ablehnung einfach nur lächerlich.,"Ich war bereits seit Jahren bei der Örag Rechtsschutz versichert, als ich eine Immobilie erworben habe. Leider kam es unmittelbar nach dem Kauf zu Streitigkeiten mit dem Nachbarn wegen einem im Grundbuch eingetragenen Wegerecht. Örag hat meinen Anspruch auf Rechtsschutz abgelehnt, mit der Begründung: In der Immobilie müssen sie selbst wohnen. Liebe Rechtsschutzversicherung der Örag,...das Haus musste erst fast ein Jahr vollständig saniert werden. Niemand konnte zu dem Zeitpunkt in der Immobilie wohnen.Wenn Sie nur das Geld der Versicherten wollen, dann sagen Sie das doch zu Beginn des Vertrages!!!!Solche Begründungen für die Ablehnung sind einfach nur lächerlich.Ein Punkt ist noch zu viel!!",20. Februar 2023,https://de.trustpilot.com/reviews/63fa0eda9b64b1bdaf625f00
Emre Akoglu,1,Mir wurde ungerechterweise gekündigt,"Mir wurde gekündigt, weil ein Fall aus dem Jahre 2020 noch offen ist. Mir ist 2020 eine Dame in mein Auto rein gefahren und dieser Fall läuft aktuell immer noch vor Gericht, da der Gerichtsgutachter aufgrund von Corona bisher noch nicht das Gutachten fertigstellen konnte. Hierfür habe ich absolut gar kein Verständnis, da der Fall noch nicht einmal abgeschlossen ist. Die Begründung war hier dass ich erst seit drei Jahren Kunde bin und dass meine Beiträge die ich gezahlt habe ein viertel der Gerichtskosten seien.",1. Februar 2023,https://de.trustpilot.com/reviews/63f728e39b64b1bdaf6021bc
Laura,5,Ich habe nur positive Erfahrung mit der…,Ich habe nur positive Erfahrung mit der ÖRAG Rechtschutzversicherung machen können. Die Dame am Telefon war auch sehr nett und verständnisvoll.,5. Februar 2023,https://de.trustpilot.com/reviews/63e390b8745e4800219e6e5d
Pati H.,1,Schlimm wie lange sie benötigen mut…,Schlimm wie lange sie benötigen mut Ermahnung sich dem Fall anzunehmen!Einmal und nie wieder!!!!Die Mitarbeiter sind mehr als nur Unfreundliche!!!!,5. Februar 2023,https://de.trustpilot.com/reviews/63e0bdde745e4800219bf45d
Berthold Pinter,1,Nie wieder ÖRAG. Keinem Menschen zu empfehlen,"Ich habe die ÖRAG bisher zweimal in Anspruch genommen. Beim ersten Mal habe ich die empfohlene Kanzlei in Anspruch genommen und habe deshalb eine Bruchlandung gemacht. Die Kanzlei hatte ein Vergleichsangebot, wonach ich 2.000€ erhalten hätte, aber diese ""empfohlene Kanzlei"" hat dem Vergleichsangebot nicht zugestimmt. So habe ich nichts bekommen.Als ich 5 Jahre wieder einen Rechtsschutzfall angemeldet und die ""empfohlene Kanzlei"" nicht in Anspruch nahm um mit einem guten Anwalt die Regressforderungen durchzusetzten, wobei die Gewinnchancen sind sehr groß sind, hat die ÖRAG mir gekündigt. Ein Stern ist für Bewertung viel zu gut",4. Februar 2023,https://de.trustpilot.com/reviews/63dfc9e59b64b1bdaf4dac58
Dari,1,Ihr Arbeitgeber möchte das…,Ihr Arbeitgeber möchte das Arbeitsverhältnis einvernehmlich auflösen. Sie möchten eine höhere Abfindung erhalten und beauftragen für die Verhandlungen eine Anwältin.???????Ooooo Jaa hab ich gesehen Deckung Summe nur 1000 Euro ich musste der rest alles selber zahlen !!!!Finger weg von diese Bande hier,22. Januar 2023,https://de.trustpilot.com/reviews/63ce963a9b64b1bdaf407137
Volker Robert Minkenberg,1,nach decku8ngszusage und laufendem…,"nach decku8ngszusage und laufendem Verfahren wird mir hilfe verwehrt, weil der unfreundliche Mitarbeiter mir wörter in den mund legt, dfie ich nicht gesagt habe und hier nun angeblich ich nicht versichert war in dem Fall. Warum dann die Zusage vor monaten? sucht euch ne bessere",21. Dezember 2022,https://de.trustpilot.com/reviews/63a48b562338b6d417a454df
Feedback,1,Kopfgeldjagd?/Hr,"Kopfgeldjagd?/Hr. SCHMITZBERGER-ÖragSalzburgDiese Schreiben hängen in der Liegenschaft198 Georgenberg 5431(Eigentumswohnungen)überall im ganzen Haus.Der Herr, der angeblich hier für die Reinigung zuständig wäre, kaum ein Wort Deutsch spricht und auch hier wohnt, schnüffelt uns hier nach im Auftrag der Hausverwaltung!und jetzt werden auch noch andere Personen im Haus aufgerufen, sich zu bespitzeln und hetzt Personen damit gegeneinander auf.Die Heizungen in den Wohnungen wurden alle auf ein Minimum zentral runter gedrosselt, ich bin neugierig was mein Anwalt am Mittwoch dazu sagen wird. Denn im ersten Stock wurde die Heizung so beschädigt im Stiegenhaus dass sie im rechten Flur nicht mehr bedienbar ist, nur damit man sie nicht aufdrehen kann!",29. November 2022,https://de.trustpilot.com/reviews/638a2f205873c1cf9fc8a2fa
Claudia W.,1,Schnelle Kündigung nach Kleinstregelungen,"Nach jahrelanger Mitgliedschaft, in denen ich den Versicherungsschutz nicht in Anspruch genommen habe, hatte ich in diesem Jahr zwei sehr geringfügige ‚Fälle‘ und eine weitere Anfrage. Dies war der Versicherung schon zu viel, sodaß sie mir sofort und ohne Vorwarnung gekündigt hat. Bei einem Telefonat gibt man sich sehr stur und kundenunfreundlich.Kundenfreundlich ist die ÖRAG nur bei der Akquise, bei Inanspruchnahme hört die Zugewandheit auf.",28. November 2022,https://de.trustpilot.com/reviews/6384933db84cc27618f931ba
Gerd Ziebol,1,Unseriöse Rechtsschutz-Versicherung,"Diese Versicherung versucht einer alten Dame (89) ständig eine Rechtsschutz-Versicherung anzudrehen.Trotz Kündigung wird die Frau mit Angeboten und Zahlungsaufforderungen unter ständigen Druck gesetzt.Unseriöse, fast verbrecherische und erpresserischeMethoden, eine Versicherung zum Abschluss zu bringen",24. November 2022,https://de.trustpilot.com/reviews/637f9e46b84cc27618f5d6fe
A.,1,"Absolut unseriöse Versicherung, bitte keinen Abschluss tätigen.","Unseriös, arrogant. Man schließt einen Vertrag ab, kassiert Geld und behauptet anschließend, dass der Vertragsabschluss gar nicht den Versicherungsbedingungen entspricht. Arrogante und hochnäsige Mitarbeiter versuchen einen dann abzukanzeln bzw. antworten gar nicht mehr. Geld ist immer noch nicht zurückgekommen. Das ist m.E. Betrug!!! Bitte schließt keine Versicherungen mit diesem Anbieter ab!!! Absolut unseriös!!!",6. Oktober 2022,https://de.trustpilot.com/reviews/635508b18056669a30a8d35d
S.M.,1,Als ALTKUNDE ist man definitiv…,Als ALTKUNDE ist man definitiv schlechter gestellt als als NEUKUNDE - warum? Keine Deckung für Schäden die Handwerker (Dachdecker + Elektriker!!!) verursacht haben - bloß weil es um eine PV-Anlage geht. Dabei geht es um Handwerksleistungen - um ausreden nicht verlegen! Typisch Versicherung - jahrelang volle Prämie kassieren und wenn man einmal Hilfe braucht - nichts!BLOSS NICHT ÖRAG - ich werde mir eine andere Versicherung suchen!,20. Oktober 2022,https://de.trustpilot.com/reviews/63515fdf276a7fd30bd5bb6c
Emre Kaplan,1,die sind unglaublich schlecht,die sind unglaublich schlechtFINGER WEG,10. Oktober 2022,https://de.trustpilot.com/reviews/6343bf5bb67840c2ab2cd0d7
Julius,1,Versicherung übernimmt keine…,"Versicherung übernimmt keine Beratungsbebühr, weil angeblich kein Schaden eingetreten ist. In der Beratung ging es um mein Studium und daraus entstehende mögliche Schadensersatzansprüche gegen meine Universität.",29. September 2022,https://de.trustpilot.com/reviews/63358a173d107cfdfcce3f98
Ghuulz,1,"Erst Hui, jetzt Pfui.","Leider muss ich mich den schlechten Erfahrungen hier anschließen. Nach über fünf Jahren als Kunde bekam ich jetzt meine Kündigung. Die Jahre zuvor habe ich maximal eine Telefonberatung pro Jahr gebraucht. Dieses Jahr kamen bei mir ZWEI berufliche Fälle auf die Liste, zack, flattert die Kündigung ins Haus.Die letzten Jahre zuvor erst abmelken, um bei der ersten Gelegenheit langjährige Kunden zu kicken.Auch gut: mehrere Mails an zwei verschiedene Adressen der OERAG werden seit Wochen ignoriert.Tschö mit Ö, werde meinen Bekannten zukünftig eine andere Empfehlung aussprechen.",27. September 2022,https://de.trustpilot.com/reviews/6334ce86dd31f5f875b5705a
carsten moltmann,1,Finger weg,"Erst eine deckungszusage bekommen für eine telefonische Erstberatung bei ein selbstausgesuchten Anwalt.Dann der Schock, Versicherung will nicht zahlen da ich mein Anwalt vorab meine frage per Mail schicken sollte damit er sich vorbereiten kann. Das wertet die Versicherung als Akteneinsicht und übernimmt nicht die Kosten von 190€ welche auch von der Versicherung festgelegt wurden.Ich werde das zahlen, alle Versicherungen die mit der örag verbunden sind, sind mit hinweis auf diesen fall gekündigt Finger weg",13. September 2022,https://de.trustpilot.com/reviews/632eaa7fe619801c6a608128
A.,1,Momentan könnte ich diese Versicherung nicht Guten Gewissens weiterempfehlen....,"1. ÖRAG gibt Kostendeckungszusage für die Klage Mietverhältnis der ersten verwaltungsgerichtlichen Instanz und empfiehlt Anwaltskanzlei.2. Anwaltskanzlei erledigt nach dem Termin nichts von den abgesprochenen Abläufen3. Anwaltskanzlei nicht zu erreichen4. Örag leider auch nicht mehr zu erreichen. Seit Tagen hänge ich über teilweise 3 Stunden in der Warteschleife ohne überhaupt mal einen Mitarbeiter sprechen zu können. Nur Musik die einem vorgespielt wird und leider sind alle Leitungen belegt... die E-Mails kommen anscheinend auch nicht mehr an.5. So wird mir definitiv mit dem Problem in meiner Wohnung von allen Seiten nicht geholfen. Aber Hauptsache vierteljährlich 60 Euro zahlen dürfen.Der Service war früher mal anders, ich habe diese Versicherung selber an Versicherungsnehmer verkauft, aber aktuell sollte man es besser wohl nicht weiterempfehlen,  wenn nie jemand erreichbar ist. Schade.",22. September 2022,https://de.trustpilot.com/reviews/632c6a8dc17abd5d3c36b717
A. Parlowski,5,Flugausfallkostenerstattung,"An einem Freitag um 13.00 Uhr habe ich als Versicherter die Örag in einer Vorabberatung in Sachen Rückerstattung von Flugausfallkosten - die C. hatte sich bis dahin nicht wirklich kundenorientiert gezeigt - in Anspruch genommen.Nach unglaublichen 3 Minuten - ausgeschrieben drei Minuten - war ich mit einer Rechtsanwältin verbunden, die mich sehr freundlich wie auch äußerst kompetent beraten hat.Ergebnis:Nach einem weiteren Schreiben im Anschluss an die Vorberatung ist die C. eingeknickt.An dieser Stelle meine lieben Dank an die Frau Rechtsanwältin H.-Schl.",19. August 2022,https://de.trustpilot.com/reviews/632b679fc17abd5d3c360d67
Peter,1,Eigentlich NULL Sterne,Eigentlich NULL Sterne.  Kündigt nach 2. Inanspruchnahme mit rel. geringem Wert. Die Versicherung wurde über die Provinzial abgeschlossen bzw. vermittelt.,1. Oktober 2021,https://de.trustpilot.com/reviews/6329a5a46a3e1ed2c3d790c4
Sanja,1,Die Frau hat mir nicht geglaubt,"Die Frau hat mir nicht geglaubt, hat gesagt das gibt's nicht und deutlich gesagt dass sie will nicht helfen. Sehr arrogant und nervös",2. September 2022,https://de.trustpilot.com/reviews/6311f0876a3e1ed2c3c7bdfa
Frank O.,1,Finger weg von der ÖRAG,Finger weg von der ÖRAG.  So lange man Beiträge bezahlt und keine Hilfe benötigt ist alles in Ordnung.  Benötigt man Hilfe  ( dazu gibt es ja die Rechtsschutzversicherung) wird man sofort gekündigt.  Das ist die schlechteste Versicherung die ich je hatte.  Pfui,25. August 2022,https://de.trustpilot.com/reviews/63072bcf6a3e1ed2c3c011c0
Lil Ly,1,Nie wieder würde ich hier einen Vertrag…,"Nie wieder würde ich hier einen Vertrag abschließen. Hatte eine Vermieter-Rechtschutz. Teilweise wurden die Kosten getragen. Allerdings nur aufgrund mehrfacher Erläuterungen meines RA, die das Verhalten der Versicherung ebenfalls nicht verstand und obwohl der Fall für mich erfolgreich ausging. Die Mitarbeitenden sind im Umgang mit ihren Kunden  massiv unfreundlich - das gilt für Telefongespräche genauso wie für die Korrespondenz.",8. August 2022,https://de.trustpilot.com/reviews/62f106148000af4a885810d0
Elena Wuckert,1,Unmöglich!,Unmöglich! Versicherung kündigt schon nach zwei Fällen im Jahr trotz 12 Jahre Prämienzahlung! Bei telefonischen Nachfrage nur Ufreundlichkeit und Aroganz. Es wird mit dem Kunden nach 12 Jahren von oben herab gesprochen! Enttäuschend!,20. Juli 2022,https://de.trustpilot.com/reviews/62d847708000af4a8845fd12
Neubauer,1,Fingr weg,Fingr weg. Haben immer einen Grund einen Fall nicht zu übernehmen. Bin leider seit 25 Jahren dort und noch nie bekam ich eine Deckunszusage.Das ist nur abzocke. Ich bin behindert und kann mich nicht gut auseinandersetzen. Ich wurde einfach nurabgebügelt. Vielen Dank  )-:,20. Juli 2022,https://de.trustpilot.com/reviews/62d7a8198000af4a884540db
Melanie Höhne,5,Gut schlafen trotz Baumängel,Wenn man privat ein Haus baut ist die Rechtschutzversicherung der ÖRAG einfach ein Muss! Dank ihr kann ich auch bei Baumängeln gut schlafen.,24. Mai 2022,https://de.trustpilot.com/reviews/628d28e94b16276ac98f5bf7
Kai Gerhardt,1,Saumäßiger Service,"Leider nur saumäßiger Service. 1,5 Monate nach Kontakt keine Reaktion mehr auf Leistung die erbracht werden müsste. Ich frage mich wie in anderen Tests gut abschneiden kann. Lieber Geld wo anders investieren.",21. Mai 2022,https://de.trustpilot.com/reviews/62894ec6045d025d3a9acd52
Sebastian Roth,1,Finger weg,"1. ÖRAG gibt Kostendeckungszusage für die Klage um einen KiTa-Platz in der ersten verwaltungsgerichtlichen Instanz und empfiehlt Anwaltskanzlei.2. Anwaltskanzlei verfasst Schreiben an die Stadtverwaltung und droht mit Klage.3. 1 Woche nach Eingang des Schreibens wird KiTa-Platz erfolgreich bestätigt.4. ÖRAG weigert sich, Anwaltskosten zu tragen, da ja kostensparend aussergerichtlich agiert wurde. Führt ""formale Einschrängkungen"" an.5. ÖRAG schickt Kostendeckungszusage für eine Beratung, um gegen die empfohlene Anwaltskanzlei zu klagen.All dies nach jahrelang bestehendem Versicherungsverhältnis.",11. Mai 2022,https://de.trustpilot.com/reviews/627b5e09166eb7ecbf434798
sks,1,Schreckliche Rechtschutzversicherung,Ich habe ein Schadenfall mit alle Unterlagen bei ÖRAG angemeldet. Aber nach ein paar Tagen kriegte ich Bitte um die Klageschrift nochmal einzureichen->Inkompetenz Mitarbeiter. Eventuell war es auch die Bearbeitung verzögert. Nach meiner zweiten Bitte zur Rückmeldung kriegte ich die endgültige Antwort von ÖRAG (i.e. der Ablehungsbescheid). Die Begründung für die Ablehnung war auch nicht korrekt. Sie wollen nur irgendwie mir das Geld nicht bezahlen. Ich werde überhaupt ÖRAG nicht zu jemandem empfehlen.,20. April 2022,https://de.trustpilot.com/reviews/626009ac7b2618e9fea0d0d2
Bettina Schaefer,1,Rechtsschutzversicherung für was?,Für was braucht man eine Mietrechtschutzversicherung wenn diese sowieso nicht greift. Zum Glück gleich gekündigt!,11. April 2022,https://de.trustpilot.com/reviews/6253e0dac7628b203ba8d7e2
Katharina Ma,1,Bewertet mit 1 von 5 Sternen,"Bewertet mit 1 von 5 SternenGerade ebenBevor ich unterschrieben hatteBevor ich unterschrieben hatte, habe ich mich telefonisch abgesichert, dass mein Fall auch mit versichert ist, den ich bearbeitet haben wollte. Es hieß sehr freundlich, dass alles mit drin sei…BIS ich ein paar Tage später tatsächlich Schadensmeldung gemacht habe und man scheißunfreundlich abgelehnt hat, dass da gar nichts mitversichert sei! Der Laden ist das hinterletzte! Finger weg!",5. April 2022,https://de.trustpilot.com/reviews/624c49712b3c3c43cfc964c7
Nadine,1,Reinste Verars...,"Eigentlich sollte es keinen Stern geben. Ziehen Geld ein und ziehen sich dann wenn man die Rechtsschutz in Anspruch nehmen möchte aus der ganzen Sache raus. Zwei mal der Fall gewesen und den Kunden auf allen Anwaltskosten sitzen lassen. Aber hauptsache pünktlich den viel zu hohen Jahresbeitrag einziehen. Man zahlt sich dämlich und helfen tun sie trotzdem nicht. Kündigung sämtlicher Versicherungen der eigenen Firma werden jetzt raus gehen und ich würde jedem abraten einen Vertrag mit dieser unverschämt Versicherung abzuschließen. Hört man sich um bekommt man immer dieselbe Rückmeldung ""reinste Verars...""!!",20. März 2022,https://de.trustpilot.com/reviews/6236d7b84842703252b460d8
Christopher V. Harbou,1,Aus Anwaltssicht,"Aus Anwaltssicht:Die ÖRAG ist NICHT zu empfehlen.Anders als bei anderen Rechtsschutzversicherungen erfolgt die Begleichung von Rechnungen stets erst nach mehrfachem Nachfassen und dann auch nur zum Teil unter Behauptung falscher Tatsachen. Schreiben werden nicht beantwortet. Eine telefonische Erreichbarkeit besteht nicht.Ich habe nunmehr nach einem besonders frustrierenden Fall entschieden, keine Mandate von ÖRAG-Versicherten mehr anzunehmen.",18. März 2022,https://de.trustpilot.com/reviews/62347d534842703252b301cf
M. M. Th.,1,Nicht zu empfehlen!,"Eine Versicherung, die eine, jedenfalls aus meiner laienhaften Sicht als unbedarfter Kunde, nicht interpretationsfähige Leistungszusage nicht einhält, sondern sich mit Hinweisen aufs Kleingedruckte herauszuwinden versucht, braucht man nicht.",15. März 2022,https://de.trustpilot.com/reviews/6230b37f31617ac0e48707cc
Martin Lang,1,Zwiespältige Erfahrungen mit der ÖRAG,"Die Erfahrungen mit der ÖRAG sind sehr zwiespältig: einer zügigen Kostenzusage steht der Umstand entgegen, dass die Versicherung sehr schnell an der Hand ist, einen Kunden zu kündigen, wenn er zwei kostenpflichtige Rechtsschutzfälle innerhalb von 12 Monaten verursacht (Achtung: dies gilt auch, wenn aus einem prozessualen Anspruch aufgrund formaler Verfahrensanforderungen (z.B. selbständiges Beweisverfahren) plötzlich zwei werden). Auf Schreiben reagiert der Kundendienst der ÖRAG in solchen Fällen noch nicht einmal mit Standardantworten, sondern einfach überhaupt nicht. Vor diesem Hintergrund ist die ORAG nur sehr eingeschränkt empfehlenswert.",8. März 2022,https://de.trustpilot.com/reviews/6226f314445f5107dcab2639
Uta Kluge,1,Die haben den schlechtesten…,"Die haben den schlechtesten Kundenservice den ich je erlebt habe!Die Beantwortung einer Email dauert mindestens 5 Wochen. Und dann gehen sie nicht mal auf die Fragen, die man gestellt hat, ein. Hilfe im Schadensfall ist gleich Null.Finger weg von dieser Rechtsschutzversicherung!!!",25. Januar 2022,https://de.trustpilot.com/reviews/61f00cb7e1196e51d76eadf7
kahlid Sangar,1,Ich würde niemals empfehlen sind größte…,Ich würde niemals empfehlen sind größte Hure.nso.hn,20. Januar 2022,https://de.trustpilot.com/reviews/61e9bbe7e1196e51d76a39f3
Flo Ad,1,Geld einsammeln und danach alles tun um…,"Geld einsammeln und danach alles tun um es im Schadensfall nicht wieder rausgeben zu müssen. Egal wie häufig sie widerlegt werden, denen fällt immer was neues ein warum sie nicht zahlen müssen. Wechsel der Versicherung steht an",4. Januar 2022,https://de.trustpilot.com/reviews/61d44157a16c1e751f5e840e
Ingo S.,1,Finger weg!!!,"Finger weg!!!! in 3 Jahren zweimal kleine Mietsache vom Rechtsanwalt überprüfen lassen,dann sofort Kündingung.Sehr fragwürdiges Geschäftsgebaren.Reine Abzocke",13. November 2021,https://de.trustpilot.com/reviews/618fa50901034f34babe3c45
Jürgen Grill,1,Kein Schutz bei denen,"Zahlen nie, sodass das eigene Recht über die nie vertreten werden kann. Wahnsinn.",12. November 2021,https://de.trustpilot.com/reviews/618ea1e2fb38891f5f09fc0b
Hr. Esser,1,NULL Sterne,"NULL Sterne! Versicherung kündigt schon nach zwei Fällen trotz jahrelanger Prämienzahlung, unseriös!",24. Oktober 2021,https://de.trustpilot.com/reviews/61757a6275069a4da48e7b3c
Gerhard Nachbaur,1,"Bin sehr unzufrieden , Leistung verweigert","Diese Versicherung kann ich nicht empfehlen , ich habe Ärger mit meiner KFZ-VERSICHERUNG wegen einem Kaskoschaden (Hagel) und wollte mich be einem Rechtsanwalt beraten lassen. Die ÖRAG will nicht einmal ein Beratungsgespräch bezahlen !! Diese Versicherung hat für mich absolut keinen Wert und ich werde versuchen so schnell wie möglich aus dem Vertrag rauszukommen!! Mit freundlichen Grüßen , G.N.",13. Oktober 2021,https://de.trustpilot.com/reviews/61670d9675069a4da484482a
